IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
13,Rivera,2,Terrestre Auto,2023-08-09,15926,2023-08-18,15935,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,5,Vivienda Arrendada,13,Rivera,2,Terrestre Auto,1,Auto propio,9,2,1200.0,550.0,300.0,0.0,80.0,125.94,0.0,106.73,37.34,43.31,86.62
1,Colonia,5,Maritimo - Fluvial,2017-02-23,13568,2017-02-27,13572,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,4,3,955.0,0.0,259.61,45.0,135.99,237.98,0.0,321.42,0.0,249.5,748.51
3,Aeropuerto de Carrasco,1,Aereo,2017-07-22,13717,2017-08-04,13730,1,Uruguay,13,Soriano,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,32,Resto Sud America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,13,1,601.0,0.0,200.0,500.0,0.0,200.0,0.0,175.0,26.0,125.41,125.41
1,Colonia,5,Maritimo - Fluvial,2024-12-29,16434,2025-01-04,16440,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,3,Estudiante,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,6,1,200.0,0.0,113.0,0.0,0.0,0.0,0.0,87.0,0.0,235.73,235.73
1,Colonia,5,Maritimo - Fluvial,2019-04-07,14341,2019-04-16,14350,1,Uruguay,31,Maldonado,2,Visita familiares / amigos,8,Desocupado,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,9,1,400.0,0.0,130.0,80.0,81.14,100.0,0.0,0.0,88.86,324.35,324.35
10,Salto,2,Terrestre Auto,2019-12-24,14602,2019-12-26,14604,1,Uruguay,60,Salto,2,Visita familiares / amigos,14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,2,3,97.98,0.0,15.29,0.0,21.9,0.0,0.0,35.83,24.96,350.87,1052.61
7,Fray Bentos,3,Terrestre Bus,2017-12-13,13861,2017-12-20,13868,1,Uruguay,20,Canelones,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,4,Auto familiares / amigos,7,1,101.22,0.0,25.79,93.8,0.0,14.07,0.0,17.02,44.34,183.53,183.53
7,Fray Bentos,3,Terrestre Bus,2017-10-10,13797,2017-10-13,13800,1,Uruguay,10,Colonia,8,Deportivo,20,"Deportista, Entrenador, Juez Dep",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,3,2,1000.0,360.0,126.12,200.0,82.93,182.99,0.0,0.0,247.96,77.78,155.57
1,Colonia,5,Maritimo - Fluvial,2024-10-18,16362,2024-10-21,16365,1,Uruguay,20,Canelones,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,200.0,0.0,0.0,0.0,79.89,0.0,0.0,120.11,0.0,221.59,221.59
18,Río Branco,2,Terrestre Auto,2025-03-20,16515,2025-03-23,16518,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,24,Trabajador Independiente,,,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,3,2,267.43,76.77,52.59,0.0,21.07,0.0,0.0,104.58,12.42,160.63,321.26
10,Salto,2,Terrestre Auto,2018-08-02,14093,2018-08-08,14099,1,Uruguay,43,Tacuarembo,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,5,Vivienda Arrendada,10,Salto,2,Terrestre Auto,1,Auto propio,6,3,800.0,350.0,79.04,0.0,80.0,41.22,0.0,0.0,249.74,224.66,673.98
8,Paysandú,2,Terrestre Auto,2018-04-01,13970,2018-04-04,13973,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,4200.0,0.0,709.09,0.0,93.86,668.79,0.0,2100.0,628.26,373.04,746.07
3,Aeropuerto de Carrasco,1,Aereo,2024-12-27,16432,2025-01-14,16450,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,3,Estudiante,,,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,18,1,4000.0,0.0,2022.52,2000.0,0.0,421.02,0.0,1556.45,0.0,262.22,262.22
1,Colonia,5,Maritimo - Fluvial,2017-07-20,13715,2017-07-24,13719,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,4,1,100.0,0.0,0.0,0.0,0.0,45.24,0.0,54.76,0.0,163.53,163.53
3,Aeropuerto de Carrasco,1,Aereo,2017-05-31,13665,2017-06-10,13675,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,10,2,4764.0,1617.96,1123.58,236.0,1011.23,674.15,0.0,0.0,337.08,113.24,226.48
1,Colonia,5,Maritimo - Fluvial,2023-04-05,15800,2023-04-09,15804,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,1,Auto propio,4,4,2120.25,428.77,406.25,479.7,474.45,262.88,78.72,469.17,0.0,495.17,1980.67
3,Aeropuerto de Carrasco,1,Aereo,2017-09-07,13764,2017-09-25,13782,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,18,2,7324.0,4752.0,1044.0,5720.0,352.0,0.0,0.0,1000.0,176.0,112.09,224.19
10,Salto,2,Terrestre Auto,2019-08-24,14480,2019-09-02,14489,1,Uruguay,41,Flores,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,10,Salto,2,Terrestre Auto,1,Auto propio,9,4,1500.0,500.0,400.0,0.0,168.3,36.61,0.0,200.0,195.09,170.82,683.28
1,Colonia,5,Maritimo - Fluvial,2023-08-16,15933,2023-08-23,15940,1,Uruguay,20,Canelones,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,7,1,300.0,0.0,180.73,119.92,0.0,0.0,0.0,119.27,0.0,283.48,283.48
7,Fray Bentos,3,Terrestre Bus,2017-01-21,13535,2017-02-02,13547,1,Uruguay,31,Maldonado,2,Visita familiares / amigos,1,"Jubilado, Pensionista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,12,1,989.0,0.0,340.01,11.0,0.0,103.89,0.0,140.32,404.77,83.45,83.45
10,Salto,2,Terrestre Auto,2017-03-14,13587,2017-03-20,13593,1,Uruguay,60,Salto,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,0,Sin Datos,6,1,300.0,0.0,81.08,0.0,60.0,0.0,0.0,0.0,158.92,100.29,100.29
8,Paysandú,2,Terrestre Auto,2019-04-03,14337,2019-04-09,14343,1,Uruguay,13,Soriano,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,6,2,1893.02,489.69,276.24,0.0,431.79,0.0,0.0,222.46,472.84,428.52,857.03
3,Aeropuerto de Carrasco,1,Aereo,2017-04-16,13620,2017-05-11,13645,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,25,2,3368.5,2016.9,597.6,535.5,600.0,0.0,0.0,104.0,50.0,131.68,263.35
7,Fray Bentos,3,Terrestre Bus,2017-07-18,13713,2017-08-01,13727,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.64,104.64
10,Salto,2,Terrestre Auto,2024-12-27,16432,2024-12-30,16435,1,Uruguay,51,Artigas,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,409.01,0.0,123.71,0.0,126.19,0.0,0.0,0.0,159.11,201.71,403.41
1,Colonia,5,Maritimo - Fluvial,2025-02-04,16471,2025-02-07,16474,1,Uruguay,21,Montevideo,10,Compras,24,Trabajador Independiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,1500.0,369.51,317.92,0.0,323.01,0.0,0.0,489.56,0.0,243.36,243.36
3,Aeropuerto de Carrasco,1,Aereo,2017-08-18,13744,2017-09-05,13762,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,18,2,9000.0,0.0,2243.15,2400.0,1211.3,2240.65,0.0,1779.56,1525.34,112.09,224.19
17,Melo - Aceguá,2,Terrestre Auto,2019-02-20,14295,2019-02-23,14298,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",7.0,Otros,20,Brasil,1,Hotel,17,Melo - Aceguá,2,Terrestre Auto,1,Auto propio,3,3,500.0,192.1,100.15,569.31,0.0,0.0,0.0,191.49,16.26,171.97,515.91
1,Colonia,5,Maritimo - Fluvial,2017-02-08,13553,2017-02-16,13561,1,Uruguay,30,Lavalleja,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,8,3,2600.0,500.0,553.85,400.0,290.11,253.85,0.0,342.86,659.34,249.5,748.51
10,Salto,2,Terrestre Auto,2024-02-15,16116,2024-02-19,16120,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,12,"Cabañas, Bungalows",10,Salto,2,Terrestre Auto,1,Auto propio,4,3,500.0,140.38,132.29,0.0,141.73,85.6,0.0,0.0,0.0,277.22,831.67
13,Rivera,2,Terrestre Auto,2024-05-16,16207,2024-05-25,16216,1,Uruguay,42,Florida,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,9,4,2679.51,1100.0,631.04,0.0,100.0,493.59,0.0,200.0,154.87,36.45,145.81
3,Aeropuerto de Carrasco,1,Aereo,2025-07-28,16645,2025-08-01,16649,1,Uruguay,21,Montevideo,10,Compras,3,Estudiante,,,31,Chile,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,4,2,961.93,170.56,133.0,338.07,58.37,0.0,0.0,600.0,0.0,382.0,764.0
3,Aeropuerto de Carrasco,1,Aereo,2018-01-05,13884,2018-01-19,13898,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,14,1,700.0,0.0,368.14,380.0,0.0,331.86,0.0,0.0,0.0,203.83,203.83
8,Paysandú,2,Terrestre Auto,2022-12-16,15690,2022-12-20,15694,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,4,1623.74,0.0,406.25,0.0,485.43,262.88,0.0,469.17,0.0,79.35,78.43
7,Fray Bentos,2,Terrestre Auto,2018-09-18,14140,2018-09-24,14146,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",20,"Deportista, Entrenador, Juez Dep",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,4,1600.0,650.0,337.42,0.0,166.31,177.59,0.0,268.68,0.0,172.66,690.66
8,Paysandú,2,Terrestre Auto,2023-04-21,15816,2023-04-26,15821,1,Uruguay,42,Florida,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,2,Appart Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,4,644.63,206.28,180.5,0.0,46.41,77.36,0.0,128.93,5.16,769.22,3076.87
3,Aeropuerto de Carrasco,1,Aereo,2024-06-02,16224,2024-06-07,16229,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,25,Trabajador dependiente,,,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,5,1,266.53,139.58,126.95,0.0,0.0,0.0,0.0,0.0,0.0,205.14,205.14
3,Aeropuerto de Carrasco,1,Aereo,2019-02-27,14302,2019-03-15,14318,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",7.0,Otros,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,16,4,5604.95,3581.05,1061.05,5460.0,265.26,0.0,0.0,564.95,132.63,182.5,730.0
8,Paysandú,2,Terrestre Auto,2018-12-17,14230,2018-12-20,14233,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,14,"Jefe, Capataz, Encargado",7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,248.34,0.0,61.54,0.0,88.76,0.0,0.0,98.04,0.0,604.51,1209.03
1,Colonia,5,Maritimo - Fluvial,2018-06-29,14059,2018-07-04,14064,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,1,522.94,0.0,265.71,77.06,125.0,50.35,0.0,81.88,0.0,315.77,315.77
16,Bella Unión,2,Terrestre Auto,2024-01-18,16088,2024-01-22,16092,1,Uruguay,51,Artigas,2,Visita familiares / amigos,24,Trabajador Independiente,,,20,Brasil,6,Vivienda Familiares / Amigos,16,Bella Unión,2,Terrestre Auto,1,Auto propio,4,2,400.0,0.0,150.0,0.0,30.0,105.74,0.0,100.0,14.26,268.05,536.11
3,Aeropuerto de Carrasco,1,Aereo,2019-02-18,14293,2019-03-02,14305,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,12,2,7000.0,1769.05,849.86,2188.42,534.36,0.0,0.0,3846.72,0.0,182.5,365.0
3,Aeropuerto de Carrasco,1,Aereo,2017-07-25,13720,2017-08-08,13734,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,14,2,1754.0,1024.54,303.57,2196.0,75.89,0.0,0.0,350.0,0.0,125.41,250.82
3,Aeropuerto de Carrasco,1,Aereo,2022-12-05,15679,2022-12-13,15687,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,8,1,2000.0,0.0,541.4,1953.27,267.59,253.58,0.0,937.43,0.0,247.33,247.58
7,Fray Bentos,3,Terrestre Bus,2023-05-10,15835,2023-05-15,15840,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,5,2,850.0,194.36,182.17,134.79,210.85,94.31,0.0,168.31,0.0,237.38,474.75
7,Fray Bentos,3,Terrestre Bus,2017-11-11,13829,2017-11-15,13833,1,Uruguay,20,Canelones,2,Visita familiares / amigos,21,"Militar, policia, Aduanero, Insp, bombero, Marinero",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,4,3,478.94,0.0,153.95,208.68,0.0,133.8,0.0,0.0,191.2,65.32,195.96
7,Fray Bentos,2,Terrestre Auto,2022-12-22,15696,2022-12-28,15702,1,Uruguay,20,Canelones,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,4,1015.59,0.0,380.85,0.0,165.03,81.34,0.0,145.16,243.21,79.35,78.43
3,Aeropuerto de Carrasco,1,Aereo,2019-12-07,14585,2019-12-14,14592,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,3,Estudiante,5.0,Terciaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,7,1,250.0,0.0,138.76,0.0,0.0,0.0,0.0,111.24,0.0,226.29,226.29
3,Aeropuerto de Carrasco,1,Aereo,2024-03-19,16149,2024-04-06,16167,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,18,2,5946.31,4290.21,477.21,1968.55,317.79,61.65,0.0,799.45,0.0,285.78,571.55
2,Puerto de montevideo,5,Maritimo - Fluvial,2022-07-22,15543,2022-07-24,15545,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,4,Auto familiares / amigos,2,1,400.0,0.0,70.0,160.0,0.0,0.0,0.0,100.0,230.0,235.63,235.63
7,Fray Bentos,3,Terrestre Bus,2017-08-05,13731,2017-08-09,13735,10,Argentina,21,Montevideo,2,Visita familiares / amigos,14,"Jefe, Capataz, Encargado",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,4,3,156.94,0.0,104.62,313.87,0.0,52.31,0.0,0.0,0.0,180.4,541.19
10,Salto,2,Terrestre Auto,2022-05-17,15477,2022-05-20,15480,1,Uruguay,60,Salto,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,704.47,0.0,148.58,0.0,192.52,132.05,0.0,231.32,0.0,376.4,752.8
10,Salto,2,Terrestre Auto,2023-09-10,15958,2023-09-13,15961,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,355.0,0.0,49.52,0.0,55.48,0.0,0.0,250.0,0.0,385.71,771.42
1,Colonia,5,Maritimo - Fluvial,2017-12-11,13859,2017-12-12,13860,1,Uruguay,20,Canelones,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,2,Appart Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,1,1,97.96,65.0,21.63,65.79,11.33,0.0,0.0,0.0,0.0,164.71,164.71
8,Paysandú,2,Terrestre Auto,2023-12-06,16045,2023-12-11,16050,1,Uruguay,40,Durazno,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,4,2000.0,465.98,432.69,0.0,477.57,223.99,0.0,399.76,0.0,844.41,3377.63
7,Fray Bentos,2,Terrestre Auto,2018-03-23,13961,2018-03-28,13966,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,3,1200.0,0.0,522.28,0.0,251.2,0.0,0.0,426.52,0.0,169.94,509.82
13,Rivera,2,Terrestre Auto,2019-03-29,14332,2019-04-09,14343,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,5,Vivienda Arrendada,13,Rivera,2,Terrestre Auto,1,Auto propio,11,3,2000.0,700.0,536.09,0.0,97.29,300.0,0.0,279.99,86.63,140.38,421.13
1,Colonia,5,Maritimo - Fluvial,2022-01-08,15348,2022-01-14,15354,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,6,1,468.01,0.0,151.02,121.53,199.47,0.0,0.0,117.52,0.0,153.03,153.03
3,Aeropuerto de Carrasco,1,Aereo,2017-05-10,13644,2017-05-21,13655,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",7.0,Otros,20,Brasil,12,"Cabañas, Bungalows",3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,11,2,2044.0,729.0,400.0,990.0,54.0,634.0,0.0,200.0,27.0,131.68,263.35
7,Fray Bentos,2,Terrestre Auto,2023-09-18,15966,2023-09-20,15968,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,2,2,157.29,0.0,35.51,0.0,39.77,0.0,0.0,82.01,0.0,505.0,1010.01
3,Aeropuerto de Carrasco,1,Aereo,2019-02-19,14294,2019-03-06,14309,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,15,2,3428.47,0.0,746.46,1600.0,0.0,682.01,0.0,2000.0,0.0,182.5,365.0
1,Colonia,5,Maritimo - Fluvial,2024-05-08,16199,2024-05-12,16203,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,,,10,Argentina,2,Appart Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,3,1500.0,333.12,302.98,0.0,317.94,196.05,0.0,349.9,0.0,176.08,528.24
4,Chuy,3,Terrestre Bus,2017-03-18,13591,2017-03-24,13597,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,0,Sin Datos,6,2,1200.0,250.0,250.0,420.0,214.29,310.71,0.0,175.0,0.0,61.31,122.62
1,Colonia,5,Maritimo - Fluvial,2020-01-24,14633,2020-01-26,14635,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,200.0,0.0,42.02,0.0,58.8,0.0,0.0,99.18,0.0,192.55,192.55
3,Aeropuerto de Carrasco,1,Aereo,2019-02-04,14279,2019-02-14,14289,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,10,2,1005.85,610.47,180.88,967.2,65.59,0.0,0.0,148.91,0.0,254.05,508.11
3,Aeropuerto de Carrasco,1,Aereo,2022-09-20,15603,2022-09-29,15612,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,9,4,2170.0,1800.0,100.0,1500.0,50.0,20.0,0.0,200.0,0.0,469.53,1878.12
7,Fray Bentos,2,Terrestre Auto,2023-05-04,15829,2023-05-08,15833,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,2,Appart Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,5,643.32,205.86,128.66,0.0,38.6,57.3,0.0,102.27,110.62,237.38,1186.88
1,Colonia,5,Maritimo - Fluvial,2024-01-20,16090,2024-02-19,16120,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,50,Africa,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,30,2,9116.14,3557.09,1043.25,2600.0,355.8,0.0,0.0,4160.0,0.0,180.46,360.93
